PassiveSkillGraphId,Name,Datafile Parsing Index
61050,Sword Critical Strike Multiplier,1831
61217,Elemental Damage,1832
61262,Strength,1833
61264,Lightning Damage and Shock Chance,1834
61283,Mana on Kill against Cursed Enemies,1835
61306,Dexterity,1836
61320,Life and Energy Shield,1837
61327,Weapon Cold Damage,1838
61351,Stun Threshold Reduction,1839
61388,Impale Chance with Two Handed Weapons,1840
61471,Life,1841
61525,TEMPLAR,1842
61573,Tincture Effect,1843
61602,Warcry Speed,1844
61636,Melee Critical Strike Chance,1845
61653,Life and Energy Shield,1846
61804,Fire Damage,1847
61868,Armour,1848
61875,Life and Life on Kill,1849
61950,Mace Elemental Damage and Accuracy,1850
62017,Life and Armour,1851
62021,Life,1852
62042,Sword Damage,1853
62069,Elemental Damage,1854
62103,Projectile Damage and Dexterity,1855
62108,Life Leech and Attack Speed,1856
62109,Retaliation Skill Cooldown Recovery,1857
62214,Shield Spell Block and Elemental Resistances with a Shield,1858
62217,Wand Attack Speed and Accuracy,1859
62303,Mana and Mana Cost Efficiency,1860
62319,Melee Damage,1861
62363,Strength,1862
62429,Strength,1863
62480,Curse Mana Cost Efficiency,1864
62490,Poison Avoidance,1865
62530,Fortification Duration,1866
62662,Physical Damage,1867
62694,Attack Speed,1868
62697,Shock Chance,1869
62712,Projectile Damage,1870
62721,Tincture Effect,1871
62744,Spell Suppression,1872
62767,Spell Block and Elemental Resistances,1873
62795,Evasion and Energy Shield,1874
62831,Physical and Chaos Damage,1875
62879,Retaliation Skill Speed and Shield Spell Block,1876
62970,Shield Cast Speed,1877
63027,Exerted Attack Damage,1878
63039,Herald Buff Effect,1879
63048,Life and Armour,1880
63067,Wand Damage and Attack Speed,1881
63138,Spell Block and Elemental Resistances,1882
63139,Strength,1883
63194,Reservation Efficiency,1884
63228,Mana,1885
63282,Strength,1886
63306,Retaliation Skill Damage,1887
63398,Spell Critical Strike Chance,1888
63413,Impale Chance and Attack Speed,1889
63439,Dexterity,1890
63447,Intelligence,1891
63558,Spell Damage and Stun Recovery,1892
63618,Totem Damage and Placement Speed,1893
63639,Damage and Energy Shield,1894
63649,Dexterity,1895
63723,Strength,1896
63795,Dexterity,1897
63799,Life and Energy Shield,1898
63843,Dexterity,1899
63845,Cast Speed,1900
63963,Cold Damage,1901
63965,Damage and Mana,1902
64024,Sword Critical Strike Multiplier,1903
64181,Warcry Area of Effect,1904
64210,Intelligence,1905
64221,Armour,1906
64235,Evasion and Elemental Resistances,1907
64238,Retaliation Skill Area Of Effect,1908
64239,Wand Physical Damage,1909
64241,Freeze and Chill Avoidance,1910
64257,Retaliation Skill Speed,1911
64265,Aura Area of Effect,1912
64284,Stance Skill Cooldown Recovery,1913
64401,Life and Mana on Kill against Cursed Enemies,1914
64426,Elemental Resistances with a Shield,1915
64501,Evasion and Energy Shield,1916
64509,Dagger Ailment Damage,1917
64587,Life,1918
64612,Wand Lightning Damage,1919
64695,Attack Ignite Chance,1920
64709,Dexterity,1921
64769,Poison Chance,1922
64816,Two Handed Melee Damage and Leech,1923
64878,Weapon Elemental Damage,1924
64888,Tincture Effect,1925
65033,Attack Speed,1926
65034,Life,1927
65112,Maximum Fortification,1928
65125,Warcry Duration,1929
65159,Totem Attack and Cast Speed,1930
65167,Life,1931
65203,Mana and Mana Regeneration,1932
65400,Warcry Cooldown Recovery and Exerted Attack Damage,1933
65427,Attack Speed,1934
65456,Knockback Distance,1935
65485,Armour per Endurance Charge,1936
258,Bringer of Ruin,1937
699,Foul Pact,1938
758,War of Attrition,1939
772,Shadow Ascendancy,1940
922,Divine Guidance,1941
1105,Pursuit of Faith,1942
1564,Loyal Bodyguard,1943
1697,Master Toxicist,1944
1731,"Hinekora, Death's Fury",1945
1734,Unflinching,1946
1945,Mystical Infusion,1947
2460,Caster Weapon Display,1948
2598,More Than Skill,1949
2872,Occupying Force,1950
3154,Instruments of Justice,1951
3184,Headsman,1952
3458,Marshal of Divinity,1953
3554,Essence Glutton,1954
3872,Farewell to Flesh,1955
4242,Unstable Infusion,1956
4494,Radiant Crusade,1957
4849,Mother's Teachings,1958
4917,Bastion of Elements,1959
5087,Born in the Shadows,1960
5220,Oath of the Maji,1961
5443,Focal Point,1962
5502,Unhallowed Rite,1963
5819,Unstoppable,1964
6038,Master Distiller,1965
6344,Esh of the Storm,1966
7618,Path of the Ranger,1967
8066,Bitter Lash,1968
8243,Wildwood Blessing,1969
8419,Determined Survivor,1970
8982,Sanguimancy,1971
9271,Defy Pain,1972
9437, Precursor's Release,1973
10143,Brutal Fervour,1974
10696,Legacy of the King,1975
10916,Volatile Runes,1976
11412,Inspirational,1977
11490,Plaguebringer,1978
11597,Lesson of the Seasons,1979
12003,Martial Weapon Display,1980
12860,Bound Flesh,1981
13362,Salt and Scale,1982
13374,Master of Metal,1983
13851,Instruments of Zeal,1984
14103,Calculated Risk,1985
14190, Death Offering,1986
14603,Bone Barrier,1987
15435,Templar Ascendancy,1988
15616,Jagged Technique,1989
15739,Farrul's Will,1990
15900,Oath of Fealty,1991
16287,Bone Feeders,1992
16306,Masterful Form,1993
16848,Oath of Winter,1994
16940,Pyromaniac,1995
17080,Tide Caller,1996
17309,Prolonged Servitude,1997
17315,Overwhelm,1998
17988,Untiring,1999
18519,The Wild Bear,2000
19083,Opportunistic,2001
19417,Instruments of Virtue,2002
19598,Toxic Delivery,2003
19641,Unwavering Crusade,2004
20931,Crimson Power,2005
21192,Infused Toxins,2006
23169,Wind Ward,2007
23225,One Step Ahead,2008
23572,Corpse Pact,2009
24528,Crave the Slaughter,2010
24755,Path of the Marauder,2011
24798,Duelist Ascendancy,2012
24848,Gathering Winds,2013
25309,Withering Presence,2014
25651,Conviction of Power,2015
25944,Legendary Arms,2016
26067,Endless Munitions,2017
27038,Shaper of Storms,2018
27096,Void Beacon,2019
27604,"First to Strike, Last to Fall",2020
27864,Gratuitous Violence,2021
27869,Bitter Heresy,2022
28535,Perfect Crime,2023
28609,Conjoined Spire,2024
28782,Mistwalker,2025
28884,Heartstopper,2026
29026,Sanctuary of Thought,2027
29212,Detect Evil,2028
29630,Gore Dancer,2029
29662,Experienced Herbalist,2030
29825,Escape Artist,2031
29844,Shadowed Blood,2032
30061,You're the crazy one!,2033
31344,Unholy Authority,2034
31364,Oath of Spring,2035
31517,Golden Glory,2036
31667,"Sione, Sun's Roar",2037
31700,Fortitude,2038
32216,The Vivid Cat,2039
32249,"Valako, Storm's Embrace",2040
32251,War Bringer,2041
32265,Enhanced Starlight,2042
32816,Pious Path,2043
32947,Swift Killer,2044
33645,Oath of Summer,2045
33670,It wasn't me!,2046
33940,Unstoppable Hero,2047
34229,Howl of the Wolf,2048
34434,Ritual of Awakening,2049
34484,Endless Hunger,2050
34637,Nature's Concoction,2051
34814,Lesson of the Seasons,2052
35011,Huntleader,2053
35750,Worthy Causes,2054
35989,Jewellery Display,2055
36017,Commander of Darkness,2056
36489,Armour Display,2057
36958,Seasoned Hunter,2058
37127,Profane Bloom,2059
37492,Vile Bastion,2060
38180,Impact,2061
38918,Chain Reaction,2062
38999,Ancestral Fury,2063
39728,Bastion of Hope,2064
39790,Sanctuary,2065
39834,Demolitions Specialist,2066
40059,Augury of Penitence,2067
40104,Enduring Suffusion,2068
40510,Arcane Blessing,2069
40810,Shaper of Winter,2070
40813,Nature's Reprisal,2071
41197,Coated Blade,2072
41891,Spellbreaker,2073
42264,Radiant Faith,2074
43660,Afarud Ritual,2075
43902,The Unseen Hand,2076
44297,Undeniable,2077
44482,Avidity,2078
45313,Far Shot,2079
45727,Soul Splitting,2080
46479,Noble Blood,2081
46676,Assassination Style,2082
47543,The Primal Owl,2083
47630,Frigid Wake,2084
47767,Sinner Saint,2085
47778,Bomb Specialist,2086
48214,Inevitable Judgement,2087
48239,Deathmarked,2088
48251,Primal Roar,2089
48480,"Tasalio, Cleansing Water",2090
48711,Tul of the Blizzard,2091
48719,Mistress of Sacrifice,2092
48999,Soul Drinker,2093
49532,Ranger Ascendancy,2094
50692,"Ngamahu, Flame's Advance",2095
51101,Nature's Adrenaline,2096
51462,Like Clockwork,2097
51492,Sign of Purpose,2098
51685,Brine Rot,2099
51782,Witch Ascendancy,2100
52408,That didn't happen!,2101
52553,Unlight Silhouette,2102
52575,Weapon Master,2103
52780,Cannibalised Faith,2104
52855,Cryogenesis,2105
53095,"Tukohama, War's Herald",2106
53123,Shaper of Flames,2107
53816,Unbreakable,2108
53884,Righteous Providence,2109
53992,Path of the Shadow,2110
54159,Mindless Aggression,2111
54877,Path of the Templar,2112
55146,Time of Need,2113
55509,Avatar of the Wilds,2114
55867,Polymath,2115
56292,Bestowed Knighthood,2116
56461,Liege of the Primordial,2117
56722,Path of the Witch,2118
56789,Unrelenting,2119
56967,Worthy Foe,2120
57175,Shrapnel Specialist,2121
57197,Heart of Destruction,2122
57290,Deceitful Servant,2123
57472,Gaze of the Lich,2124
57560,Rite of Ruin,2125
57850,Warlock Power,2126
58281,Blood Hunt,2127
58438,Runic Boon,2128
59826,Umbral Army,2129
59920,Aspect of Carnage,2130
60462,Illuminated Devotion,2131
61092,Corruption's Embrace,2132
61259,Mastermind of Discord,2133
61355,"Ramako, Sun's Light",2134
61372,Harmony of Purpose,2135
61437,Marauder Ascendancy,2136
61627,Ricochet,2137
61805,Master Alchemist,2138
62504,Forbidden Power,2139
62595,Unyielding,2140
62817,Bane of Legends,2141
63293,Master Surgeon,2142
63357,Path of the Duelist,2143
63362,Intensifying Suffusion,2144
63490,Measured Retaliation,2145
63623,Might of the Bear,2146
64768,Unwavering Faith,2147
65153,Unnatural Strength,2148
65296,Nature's Boon,2149
